album_id,artist_id,artist,album_name,album_label,album_popularity,album_release_date,album_images.url
70oW3A8pvp4jflnvQAYoij,4z93wkjfGntA0XFqnv4wj7,Pezet,Radio Pezet Produkcja Sidney Polak,Parlophone Poland,43,2012-09-04,https://i.scdn.co/image/ab67616d0000b273bd13e1ed5a69ba7cbddabc1e
51jAF2PLYVoRY80WcVqcm0,4z93wkjfGntA0XFqnv4wj7,Pezet,Muzyka Poważna,Asfalt Records,41,2004-04-23,https://i.scdn.co/image/ab67616d0000b2730fff631223d6ee6dd1859bb4
0e5RDEVFIrgfv8MhfgoFRk,4z93wkjfGntA0XFqnv4wj7,Pezet,Muzyka Klasyczna,Asfalt Records,50,2002-04-05,https://i.scdn.co/image/ab67616d0000b273a02243013aa79346a7ae59b6
5MHUL5rKDOYBPFfvxzPVO8,4z93wkjfGntA0XFqnv4wj7,Pezet,Powiedz na osiedlu 2020,Superelaks/Koka Beats,47,2020-03-16,https://i.scdn.co/image/ab67616d0000b27347faa97b311d6155597dbe10
2LEXthWU36E8f3l8bAr1eF,4z93wkjfGntA0XFqnv4wj7,Pezet,Woda Taka Głęboka,Superelaks/Koka Beats,38,2020-03-11,https://i.scdn.co/image/ab67616d0000b27315a8c179481ab02b58bc8468
2jwQto2PcczY8eNGpVK3nI,4z93wkjfGntA0XFqnv4wj7,Pezet,A Pamiętasz Jak?,APJ Records,28,2020-02-24,https://i.scdn.co/image/ab67616d0000b27336024283be2bea5f797deed4
6f5Mb3iWkPv8riqJ4v7US6,4z93wkjfGntA0XFqnv4wj7,Pezet,Popiół (prod. Szwed),Superelaks/Koka Beats,38,2019-11-28,https://i.scdn.co/image/ab67616d0000b2731730f9b56f2edc19f0264811
2VwWwDXsb8QJQci1ok4rdg,4z93wkjfGntA0XFqnv4wj7,Pezet,"98 (prod. Auer, cuty DJ Panda)",Pezet,36,2019-11-07,https://i.scdn.co/image/ab67616d0000b273291310bba942b73abdf7ca8a
3qleBHG7R02rQwNtZGdnug,4z93wkjfGntA0XFqnv4wj7,Pezet,Gorzka woda (prod. Auer),Pezet,21,2019-09-19,https://i.scdn.co/image/ab67616d0000b2739c99120ba0c08c8ff5c32fda
51XwPfwF5NEiZOVQJtGPy8,4z93wkjfGntA0XFqnv4wj7,Pezet,Maradona,Superelaks/Koka Beats,28,2019-08-27,https://i.scdn.co/image/ab67616d0000b273c99e45d47103b291730fad13
4LseYkBo1YVrC4p9Z2K9dS,4z93wkjfGntA0XFqnv4wj7,Pezet,"Intro (prod. Auer, cuty: DJ Panda)",Pezet,30,2019-08-14,https://i.scdn.co/image/ab67616d0000b27305b96fce69b2da1c01828d4d
6N2zpgYT2sT8A0MfuRORK8,4z93wkjfGntA0XFqnv4wj7,Pezet,Obrazy Pollocka (prod. Auer) [Radio Edit],Pezet,26,2019-06-14,https://i.scdn.co/image/ab67616d0000b27394002865e2da89ebf2f7d2f2
7vwPpeT4PaiOZRmUxtBthi,4z93wkjfGntA0XFqnv4wj7,Pezet,"Kartel (prod. Auer, cuty DJ Panda)",Pezet,23,2018-11-14,https://i.scdn.co/image/ab67616d0000b27316f198882597de49265f0035
1P6U1igHRqGF8hC33sTGZ9,4z93wkjfGntA0XFqnv4wj7,Pezet,Droga (prod. Auer),Pezet,33,2018-11-05,https://i.scdn.co/image/ab67616d0000b27334d7faa74afe12daec1fdfb9
1YSMNBV9bfx97ZAA73sGby,4z93wkjfGntA0XFqnv4wj7,Pezet,Piroman [Projekt Tymczasem],Pezet,37,2018-09-12,https://i.scdn.co/image/ab67616d0000b273482c429d36384c306bf46c42
5csv9Hx1BTkMucnywDO1Yh,4z93wkjfGntA0XFqnv4wj7,Pezet,Rap Robię (2017),Asfalt Records,8,2017-07-06,https://i.scdn.co/image/ab67616d0000b2735bb3d73f6580d1b4a1e436c5
6MUGEugJTqUBGgSVvQYZDb,4z93wkjfGntA0XFqnv4wj7,Pezet,Nie zobaczysz łez,Koka Beats,29,2017-01-30,https://i.scdn.co/image/ab67616d0000b273b16d76444016c0afafa4a915
0JUx6mA9viw7m7XdhdvhVf,4z93wkjfGntA0XFqnv4wj7,Pezet,Co jest ze mną nie tak,Koka Beats,34,2016-03-24,https://i.scdn.co/image/ab67616d0000b2733232e76ab587b978871b4664
20ZZQCbFqJmyvmYq0OGzLT,4z93wkjfGntA0XFqnv4wj7,Pezet,Na Pewno,Parlophone Poland,8,2013-02-08,https://i.scdn.co/image/ab67616d0000b273641433698db8af1c45bfae00
5vU0uA7Ijfx4ID6PDzNJps,4z93wkjfGntA0XFqnv4wj7,Pezet,Ostatni track,Koka Beats,19,2013,https://i.scdn.co/image/ab67616d0000b273d209be4b994321b2ebd59ace
24GnbL2WCfkwFSo0tiBoTD,4z93wkjfGntA0XFqnv4wj7,Pezet,Supergirl,Parlophone Poland,17,2012-08-21,https://i.scdn.co/image/ab67616d0000b273945808bf61f5adcef5dead78
48h3CZOCtrSxNyNXzmCNkB,4z93wkjfGntA0XFqnv4wj7,Pezet,Noc Jest Dla Mnie,Parlophone Poland,7,2011-12-20,https://i.scdn.co/image/ab67616d0000b27333de91b627c815b6c24034bd
4DWPpMeBwCtl5UXlfJKtFA,4z93wkjfGntA0XFqnv4wj7,Pezet,Noc Jest Dla Mnie,Parlophone Poland,0,2011-12-16,https://i.scdn.co/image/ab67616d0000b273f99f8738c561b3a6e7cf2ada
6EKleuSfn4ddQJfKnrKLp5,4z93wkjfGntA0XFqnv4wj7,Pezet,Co Mam Powiedziec (prod. Sidney Polak),Parlophone Poland,12,2011-08-19,https://i.scdn.co/image/ab67616d0000b2738012e164c0559acffef6cce9
5Dg3LjX73fyfoqiVAnjWxx,4x2dSjOKPB7f2S5moqNGtV,PIH,Non serviam. Tom I,Pihszou,26,2019-05-24,https://i.scdn.co/image/ab67616d0000b273a6fa5d8a6ca7d98bfe7b88d2
0jK53g4huCyrjcncKXxNEy,4x2dSjOKPB7f2S5moqNGtV,PIH,"Krew, Pot i Łzy",Camey Records,21,2017-01-16,https://i.scdn.co/image/ab67616d0000b2737d3dbc7f91249a500518c878
0tVsmo77uXSm6J2YcNkfvi,4x2dSjOKPB7f2S5moqNGtV,PIH,Boisz Się Alarmów…Peiha Solo Cz. I,Projekt Klasyk,21,2014-07-15,https://i.scdn.co/image/ab67616d0000b273665d8b9fc230e6c109e2e734
71Yd0I7p9Pf7cE3irdyOlE,4x2dSjOKPB7f2S5moqNGtV,PIH,Kino nocne,MyMusic Group,20,2014-01-01,https://i.scdn.co/image/ab67616d0000b273df947d09da18d44990a6cdce
2OtW9OFJfYchuSWqMUrt01,4x2dSjOKPB7f2S5moqNGtV,PIH,Dowód rzeczowy nr 3,Step Records,24,2013,https://i.scdn.co/image/ab67616d0000b273d4928f451284180c51288535
72pnV5RZlDrpr7F20GGlWL,4x2dSjOKPB7f2S5moqNGtV,PIH,Dowód Rzeczowy Nr 2,Step Records,31,2011-12-09,https://i.scdn.co/image/ab67616d0000b27370afbe9082594fadd348941e
7nmjaPdVbpLuJsG5t9bBaL,4x2dSjOKPB7f2S5moqNGtV,PIH,Dowód rzeczowy nr. 2,Step Records,8,2011,https://i.scdn.co/image/ab67616d0000b2735ef397d98f87206d1dd7ca87
28WuqjPLIgRadsTdDkk4Ld,4x2dSjOKPB7f2S5moqNGtV,PIH,Dowód Rzeczowy Nr 1,Step Records,28,2010-11-06,https://i.scdn.co/image/ab67616d0000b273f4a7cedfb835f497a2171108
0BHjKlRDD4FbnmLV4kvLQz,4x2dSjOKPB7f2S5moqNGtV,PIH,Dowód rzeczowy nr. 1,Step Records,12,2010,https://i.scdn.co/image/ab67616d0000b273b6f0f9729f151397c7d3d8fe
1SCvocigLTM8GoY4fxQcNU,4x2dSjOKPB7f2S5moqNGtV,PIH,Kwiaty zła,Step Records,34,2008,https://i.scdn.co/image/ab67616d0000b2732db5f16a5e3c376c5b587754
3lk7VllC47FKNCDw3ahoXu,4x2dSjOKPB7f2S5moqNGtV,PIH,Non serviam: Nocy kilka godzin EP,Pihszou,24,2020-03-18,https://i.scdn.co/image/ab67616d0000b2737cfa0bc567b6a9b6590bf8c4
0YFoXiNqwkzpBUZRQbLH1Y,4x2dSjOKPB7f2S5moqNGtV,PIH,Kameleon,Akord,2,2019-12-20,https://i.scdn.co/image/ab67616d0000b2736b1fcd729190f54f3dd459ff
4KYcMLHtDM5H8aoVMlt6OO,4x2dSjOKPB7f2S5moqNGtV,PIH,Pih & Love,Pihszou,0,2019-05-07,https://i.scdn.co/image/ab67616d0000b2736af75ee21fca120086dab82d
1h33lQ78YpHJZqMVOCvJJq,4x2dSjOKPB7f2S5moqNGtV,PIH,Łzy mima,Step Dystrybucja,1,2019-04-11,https://i.scdn.co/image/ab67616d0000b273e399da6084138a5ef14f0346
4ZZQUcrvtA7wOZDiYjzyRN,4x2dSjOKPB7f2S5moqNGtV,PIH,Ta gra,Step Dystrybucja,2,2019-03-14,https://i.scdn.co/image/ab67616d0000b273b376dd5762a22a3a20d6b24d
3HEJRmzy5VMzxSZWu0S9jp,4x2dSjOKPB7f2S5moqNGtV,PIH,Pościelówka,Step Dystrybucja,5,2019-02-18,https://i.scdn.co/image/ab67616d0000b27399181fdb369920f7748699da
3QOFEBEJ2sPDX6GuLDHr0c,4x2dSjOKPB7f2S5moqNGtV,PIH,Gatunek,Step Dystrybucja,7,2019-01-25,https://i.scdn.co/image/ab67616d0000b273d634270c8657b4d6c30df401
6d0Qae3wq0FRUdJEwYHfMd,4x2dSjOKPB7f2S5moqNGtV,PIH,Zła Krew EP,Step Dystrybucja,21,2017-10-06,https://i.scdn.co/image/ab67616d0000b2730371e6f2ef138e04383dc843
4QtAOqATLIyCdBhOEJyEYF,4x2dSjOKPB7f2S5moqNGtV,PIH,Miasto Nas Wciąga,MyMusic Group,12,2016-01-01,https://i.scdn.co/image/ab67616d0000b273cc035f24432b9399f143086c
1UYCj4D8U1CF0Ej1agAXv9,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Szkoła 81,Superelaks/Koka Beats,53,2020-03-20,https://i.scdn.co/image/ab67616d0000b273608f756974fc03a86b69e347
34BUQTlZ8klsT137z6MNUr,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Na zawsze będzie płonął…,Asfalt Records,27,2019-10-17,https://i.scdn.co/image/ab67616d0000b273538650470ced2ee25b168a08
4F3SgA4hWNSYk4dm5eO96K,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Nasze Dni,Projekt Klasyk,24,2014-07-15,https://i.scdn.co/image/ab67616d0000b273c44303f9858522d2d56cd775
5A43HYalvwmx09hXhIVbtg,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Historie z sąsiedztwa,Onar,35,2005,https://i.scdn.co/image/ab67616d0000b273ea6e915c5e34767dda32d16c
2cMVGwqfq0r5hTWcX3EMRY,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Powiedz Na Osiedlu,Universal Music Polska Sp. z o.o.,42,2020-04-01,https://i.scdn.co/image/ab67616d0000b2733a7d240a3ac3327036e620b2
6zFta995pnJnHkhNQKQu5w,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Powiedz na osiedlu,Rau Performance,25,2020-03-25,https://i.scdn.co/image/ab67616d0000b2731739860647504f5a7a7cb7a2
7uOFf4uwEyaXF2egXAz7NV,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Powiedz na osiedlu,Starship,25,2020-03-25,https://i.scdn.co/image/ab67616d0000b273a84b7a391dd7d3506c6b8bb9
3GBlrHLVYf2tTyXbiHohfa,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Powiedz Na Osiedlu,Universal Music Polska Sp. z o.o.,31,2020-03-24,https://i.scdn.co/image/ab67616d0000b273fb9d8e593c3c558dca900a33
4vM91I1rVzOUHedmHtyYFH,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Powiedz Na Osiedlu,Universal Music Polska Sp. z o.o.,21,2020-03-24,https://i.scdn.co/image/ab67616d0000b273fd5e0c54070001fdec8484d1
7eaOoCrxSv9dAsSwepBfLF,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Powiedz na osiedlu,Moya Label,37,2020-03-24,https://i.scdn.co/image/ab67616d0000b27306ee1e557879abf1bf9728aa
5MHUL5rKDOYBPFfvxzPVO8,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Powiedz na osiedlu 2020,Superelaks/Koka Beats,47,2020-03-16,https://i.scdn.co/image/ab67616d0000b27347faa97b311d6155597dbe10
2LEXthWU36E8f3l8bAr1eF,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Woda Taka Głęboka,Superelaks/Koka Beats,38,2020-03-11,https://i.scdn.co/image/ab67616d0000b27315a8c179481ab02b58bc8468
6f5Mb3iWkPv8riqJ4v7US6,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Popiół (prod. Szwed),Superelaks/Koka Beats,38,2019-11-28,https://i.scdn.co/image/ab67616d0000b2731730f9b56f2edc19f0264811
51XwPfwF5NEiZOVQJtGPy8,3JeiPezS6s99ewTUkT5Ghs,Płomień 81,Maradona,Superelaks/Koka Beats,28,2019-08-27,https://i.scdn.co/image/ab67616d0000b273c99e45d47103b291730fad13
5ElCpLtSckPAWcJ97GS11v,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Renesans,MaxFloRec,41,2019-06-28,https://i.scdn.co/image/ab67616d0000b2734abb364b61cf1e4d46d39218
4mcAd114A7nuu9PR8TBr8s,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Reset,Max Flo Records,38,2017-12-01,https://i.scdn.co/image/ab67616d0000b2731a43cd5d45aa01ab7e36cbe4
1bJrEkLqRP8Q5wudLkCyBp,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Rekolekcja,2017 MaxFloRec,26,2016-10-21,https://i.scdn.co/image/ab67616d0000b273ebc20cf4f5c46e449b992cec
3lBeSkoNTXFPt3sQIfeFMM,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Reversal,2014 MaxFloRec,32,2014-08-20,https://i.scdn.co/image/ab67616d0000b2737b1f28604efe19105bc414a4
3A7BsFCUvqRqp0X3uD0CX2,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Rekontakt,Max Flo Records,32,2012-10-19,https://i.scdn.co/image/ab67616d0000b27394b23c3a55de463757071101
3QtgrLaclDAooZhKdarGA4,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Receptura,2005 Max Flo Records,29,2006-04-02,https://i.scdn.co/image/ab67616d0000b2733dd8322d3d1ee5752dc9901b
0SkCNpZzmcRVVIm9MhQSji,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,"Towarzystwo Ludzi Prostych (prod. Donatan, skrecze: DJ Kostek)",donGURALesko,40,2020-04-10,https://i.scdn.co/image/ab67616d0000b273910fb98e13fb53b550637ff7
56KXfQlOQ058tP0B7zw1nF,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Letnie dzieci,MaxFloRec,4,2019-07-08,https://i.scdn.co/image/ab67616d0000b273add287226b041705ef9e7bde
3hCyoXhA1Lzgs898bUwpih,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Burza mózgu,MaxFloRec,15,2019-06-24,https://i.scdn.co/image/ab67616d0000b273dd1088a92c7e630d91e0e24c
4wY2rsJVIzQh1N1zthL1FJ,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,All Inclusive,MaxFloRec,10,2019-05-22,https://i.scdn.co/image/ab67616d0000b273ca8db22d0bbae5829820be86
02SLF6P85eTi9Mo79DqFx2,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Diler liter,MaxFloRec,13,2019-05-10,https://i.scdn.co/image/ab67616d0000b273a6aa0df9e9922fe326fd29ba
4y39Yui2QUksYrf6npKtk6,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Średniowiecze,MaxFloRec,15,2019-03-15,https://i.scdn.co/image/ab67616d0000b273d65a176a2eec21a787528dbf
14qGmGF4eULnRkBK5OgpUw,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Z innej bajki,MaxFloRec,15,2018-10-09,https://i.scdn.co/image/ab67616d0000b273927eb2853d9bfb9e9dbff591
3fYhcTvTqVG9fztEthVmna,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,404,Max Flo Records,17,2018-02-08,https://i.scdn.co/image/ab67616d0000b273a0e8f4c54fbbc4a00163a6d7
1wduUkictpb3n5s4b2iKWy,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Zerwanie ze Smyczy,Max Flo Records,2,2017-12-01,https://i.scdn.co/image/ab67616d0000b273ba823ee0ae1263051e80bf2c
6iWEk1HSTtErszoYHSPYPc,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Czarne Lustra,Max Flo Records,1,2017-11-30,https://i.scdn.co/image/ab67616d0000b273c6293b5defde2b3f67917994
31ffEerW3PacfX8ddzRKHR,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Mętlik,Max Flo Records,1,2017-11-21,https://i.scdn.co/image/ab67616d0000b273879493f48b6ffa392e0f1d9b
2ITsqipHt8tRkcWCqW2O3R,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Z Buta w Drzwi,2017 MaxFloRec,4,2017-10-30,https://i.scdn.co/image/ab67616d0000b2736ca6f5d648d32bfcb320920a
3oTis3mlEkOw2vEEOJ7zxb,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Krzyżówka,2017 MaxFloRec,1,2017-10-19,https://i.scdn.co/image/ab67616d0000b273b7873ded94992fc5f64693db
28UUKfWML3UqZ96i8mzEAg,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Stawiam Dziś,2017 MaxFloRec,3,2017-07-13,https://i.scdn.co/image/ab67616d0000b27370f50d09f076786523bb9287
72wQtIIai66Cn7hjOMeZUY,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Kalendarze,Max Flo Records,7,2017-06-06,https://i.scdn.co/image/ab67616d0000b273098c9414ed43ec5b3460035d
7oFOD5iQDR3hKtxsx2zbGu,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Nowy Rozdział,2017 MaxFloRec,0,2017-03-03,https://i.scdn.co/image/ab67616d0000b273650aae061c8af0dfd8007926
0QKtryLA8rkpmoO4I32jTu,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Niflheim,Max Flo Records,12,2017,https://i.scdn.co/image/ab67616d0000b27378559100c1b8317d76a7680e
42CoG4sV4RYOW8ESi0d8W9,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Nowy Rozdział,2016 MaxFloRec,4,2016-10-21,https://i.scdn.co/image/ab67616d0000b27352c735e0a4c8513ce05ecb67
485lRsheDtzxGPz1T9h5MD,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Zawód Piosenkarz,2015 MaxFloRec,2,2015-05-07,https://i.scdn.co/image/ab67616d0000b273c91df0f807469126821aa1cb
0Qqi6Ulrfg54CHk8IdVEii,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Desperado2 feat. Buka & Kleszcz,Max Flo Records,4,2014-10-30,https://i.scdn.co/image/ab67616d0000b273a6d3519e3cbd8ddbbcbe1cf4
2fS5vbqOK7fdrclm2XE0hK,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Przeciwwaga,Max Flo Records,2,2014-08-20,https://i.scdn.co/image/ab67616d0000b2735baeaceb031dbbd0040a2dfb
6Rg7D3X3DkGaTldWdvejgP,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Serum,2014 Max Flo Records,1,2014-08-20,https://i.scdn.co/image/ab67616d0000b273f3c6a8644ea2221701de635d
14SCCWJHVgnrEZHD8qHJ6f,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,W Ruch,Max Flo Records,5,2014-06-10,https://i.scdn.co/image/ab67616d0000b27354973a43649ce113447cbda1
7IHLl0TIr2os1QvenwBusk,1gvmVN1i1F9MCzRW2ycCYN,Pokahontaz,Habitat,Max Flo Records,7,2014-03-16,https://i.scdn.co/image/ab67616d0000b273d652db9428d292cfbfc5d08c
6R8ir7mqaqV3vrtv5pmvID,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Art Brut 2,2020,67,2020-03-07,https://i.scdn.co/image/ab67616d0000b273c4fc80e7cb3993d03ea4899a
7v2Uta0CjFG796I3rkdIvL,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Widmo (Instrumentals),RHW Records,37,2019-12-24,https://i.scdn.co/image/ab67616d0000b27319a4de1f2ce4af2e0158c661
3GDUFCbk1nFTJ1uUniJHR5,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,WIDMO,Art Brut,62,2019-03-01,https://i.scdn.co/image/ab67616d0000b2735ad5bd9c570000a55693569a
2Dnli6R27dyVX1GBLMudpN,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Ground Zero Mixtape,Art Brut,58,2018-03-16,https://i.scdn.co/image/ab67616d0000b273ec58c9d072458740acfd108e
0ZcPB7jGHQLbX4oc47knFN,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,PRO8L3M,WM Poland/WMI,55,2016-06-02,https://i.scdn.co/image/ab67616d0000b273d3ad911b628b91553cc08417
4A552fZFjHqsr8O5CJrY9w,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,C30-C39 EP,WM Poland/WMI,42,2016-04-22,https://i.scdn.co/image/ab67616d0000b2738313a4eb2b5d42fe90905fd0
1YPQHV6n0SbYoCw8F45IFe,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,C30-C39 EP Instrumentals,WM Poland/WMI,28,2016-04-22,https://i.scdn.co/image/ab67616d0000b2735eafe3a44edccab3b5945a82
2WOz5nQXHOFc5kNEjOu7np,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Przebój nocy,2020,48,2020-03-04,https://i.scdn.co/image/ab67616d0000b27398de87349f9daeefd7f3b026
7iRtpETJAsc5rWgMkxRmkE,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,W domach z betonu,2020,46,2020-03-02,https://i.scdn.co/image/ab67616d0000b2731fbf36ea6a2368e6afaa72d7
5nVTShSwIFVKIXryRjQacH,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Koło fortuny,2020,37,2020-02-19,https://i.scdn.co/image/ab67616d0000b2737fb9983ef6e13fc52bbdf038
7LTJwGeZyHEJC2oWy4uSSD,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Skrable,2020,50,2020-01-28,https://i.scdn.co/image/ab67616d0000b2733513c81c18edfa56f30112b1
0QvSrkWYfN1YhZEdn6hDxf,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Jak Disney,Art Brut,25,2019-02-20,https://i.scdn.co/image/ab67616d0000b27332a0c43237d6efacdfe0af2d
7yZuvQO5a73FK76mcPotsC,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Interpol,Art Brut,29,2019-02-08,https://i.scdn.co/image/ab67616d0000b273de70f134a57bc1dcfb19fb4c
6TLQqwdXW3qCE6IQKjcmhS,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Ground Zero,Art Brut,48,2018-08-16,https://i.scdn.co/image/ab67616d0000b273ede56c32914b41dc162f56b5
3CRgyY3xpa1iO7P5MlySdU,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Hazard,Art Brut,21,2018-03-12,https://i.scdn.co/image/ab67616d0000b2730f7b59ee64f8ae600c0a57ca
3vN5lsA4I53L6O0Eh2haD5,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Flary,Art Brut,38,2018-03-02,https://i.scdn.co/image/ab67616d0000b273042af71b01d0b8cbb125d91d
7KmQf9KMc5Hs3OxTyFrLeX,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Hack3d By GH05T 2.0 EP,WM Poland/WMI,50,2017-06-12,https://i.scdn.co/image/ab67616d0000b273ba81c3f5fb8a89c404cb68dd
1HZNmWZ7o2qLJbNkzYFGTs,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Molly,WM Poland/WMI,20,2016-05-11,https://i.scdn.co/image/ab67616d0000b27399b3cf7a0491c25bacedb040
6eK8mE8TyY1WSOV9qc8Ml9,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,C30-C39 EP,WM Poland/WMI,44,2016-04-22,https://i.scdn.co/image/ab67616d0000b2737fbeb4c5c994856ef0b74255
1IyLDtCzzubQUPGiLWxIcE,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Heat,WM Poland/WMI,28,2016-04-22,https://i.scdn.co/image/ab67616d0000b273e52e6cea2d9dd0977b3c89a3
3EWcJIjZ3jA8duTB8EpQnc,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,Krzyk,WM Poland/WMI,32,2016-04-22,https://i.scdn.co/image/ab67616d0000b273986f08f741fa9ce738ad5013
3pbagHx2nHcHwoV1e72ofE,7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,2040,WM Poland/WMI,16,2016-03-25,https://i.scdn.co/image/ab67616d0000b273dd1a4688f86f18a01f0b6936
759DXZci5lU5Lx0eXVMjVK,1fxbULcd6ryMNc1usHoP0R,Quebonafide,ROMANTIC PSYCHO,QueQuality,78,2020-04-02,https://i.scdn.co/image/ab67616d0000b27341d75d6ac1f43302f3cd36ed
1OSThsZztBE3D9TTG7bm0s,1fxbULcd6ryMNc1usHoP0R,Quebonafide,"0,25 mg",Step Dystrybucja,60,2018-04-23,https://i.scdn.co/image/ab67616d0000b2735e3e3931f227918a1e19ca92
5OGcPC39VfTatSWprS0RGe,1fxbULcd6ryMNc1usHoP0R,Quebonafide,"Soma 0,5 mg",Step Dystrybucja,64,2018-04-13,https://i.scdn.co/image/ab67616d0000b2739d0f59ac17b41d5e45f3972d
2cwnTtgVGfNoxyJqVcJ9Va,1fxbULcd6ryMNc1usHoP0R,Quebonafide,Dla fanek euforii,QueQuality,57,2017-06-14,https://i.scdn.co/image/ab67616d0000b2731aae1401a7e618d4de96fe57
1AnVd9GVe111fCU405T4Ta,1fxbULcd6ryMNc1usHoP0R,Quebonafide,Dla fanów eklektyki,QueQuality,55,2017-06-14,https://i.scdn.co/image/ab67616d0000b273705514c9485a0a94d0721109
2BxPpPmXJDU1qMCagyWEbM,1fxbULcd6ryMNc1usHoP0R,Quebonafide,Egzotyka,QueQuality,60,2017-06-07,https://i.scdn.co/image/ab67616d0000b273a0b40096e778e5df4f1c4109
1d9Oa30h0XNgldS6EmZLx0,1fxbULcd6ryMNc1usHoP0R,Quebonafide,Ezoteryka,QueQuality,52,2016-04-11,https://i.scdn.co/image/ab67616d0000b27304f9855a049e474a8df7b9ed
5AjZ6Pith63CCVxgWr77X5,1fxbULcd6ryMNc1usHoP0R,Quebonafide,Eklektyka,QueQuality,47,2013,https://i.scdn.co/image/ab67616d0000b273d459f21455913fb33dcadf6c
36TW4SrW3ilpqWAfrMTbOC,1fxbULcd6ryMNc1usHoP0R,Quebonafide,CZŁOWIEKZKSIĘŻYCA,QueQuality,46,2020-04-03,https://i.scdn.co/image/ab67616d0000b273e8b543592ae32fd30edad9c4
6HRuOjVOZbm6SCUAAkwOhX,1fxbULcd6ryMNc1usHoP0R,Quebonafide,ZŁOTEGLOBY,QueQuality,48,2020-04-02,https://i.scdn.co/image/ab67616d0000b27325185a04ed056b0187a812c0
2Nf4F7Zdm2kkJW5i4EgeHk,1fxbULcd6ryMNc1usHoP0R,Quebonafide,SZUBIENICAPESTYCYDYBROŃ,QueQuality,52,2020-04-01,https://i.scdn.co/image/ab67616d0000b273c6f8a17a6cdfd5be11bb1015
